playlist_id,title
11958,NA
11979,RADIOHEAD : b-sides functioning without benefit of well packaged album
11996,QUICKSPACE - songs for someone: 1996-2000
12007,NA
12014,NA
1202,"How Can You Believe All You Hear? -- Guided by Voices, 1986 thru 1998"
1203,NA
12035,11 Pieces
12043,Friar in the Briar Patch
12055,pretty dreamy for a boy from long island!
12085,Techno del Sol - Volume 5-2001
12086,As Morose As I Wanna Be
1210,Songs for a rainy day - A melancholy mix
12107,NA
12124,NA
12128,Nice new tracky davester
12130,"So Long, I Hate You All"
1214,you the fool i pity
12143,Tha Bubonic Chronic
12166,For Liz
12177,eclipse
12186,CAN - canactionrockincitementplayground: 1968-1972
12189,NA
12206,punk/unpunk
1225,Masters Of Motown
12308,All The Busty Tuvan Girls Scream!
12313,only in my '88 Cutlass Ciera
12314,Road Mix 2000
12343,"RADIOHEAD - knives, landscapes + glue: volume two"
12349,NA
12350,don't know why i bother sometimes....
12352,"She endorsed the notion, but they wouldn't hear of it"
12364,pantheon: volume two
12374,My Sweet Donnie
12400,The Magnetic Fields: 27 Love Songs
12438,Props to My Peps in The Filthy South
12439,we all have a little nancy inside us
1248,NA
12520,That's Not The Guy In Belle De Jour
12523,water colors
12537,The Ronald McDonald Experience
12543,i can feel the wind about to change
12571,believe in friendship
12574,patrolcorps001
12575,"If i were stearic acid, where would i hide?"
12579,the bat cat destroys with one glance
12590,zipperific!
12599,White 3
12603,How to Know the Indigo
12613,Welcome ToThe Big Show!!!
12629,If You Live a Lie You Die a Liar
12630,The Pornographic Dairy Products Strike Again
12635,Rock Snob Encyclopedia  Mm   MOTOR CITY
12642,Run Up In Your Crib With A Hacksaw - BANG!
12657,negative effect of desire
12666,There Is Privilege In The Pills
12682,NA
12692,departure lounge
12697,you were wrong when you said everything would turn out all right
12704,I'll Take You There
12705,NA
12712,meaningless (and i've got scars that prove i'm right)
12719,GET RID OF THE WORDS AND MEANING AND THERE IS STILL POETRY (2CD)
12725,nyu students get crunk
12729,hahahahannahahahah
12748,NA
12749,Sweet Summer Mix
12753,Damagehead
12760,Ecclectic is always fun
12793,Testify
12799,this cigarette could seduce a nation with its smoke.
12833,NOW! Thats What I Call A Dance Party VOL 1
12836,NA
12859,Some people like to fuck with you
12863,drag your feet to slow the circles down.
12873,Being Human
12883,NA
12884,NA
12943,Rob Conroy vs. Paul McCartney
12963,NA
12984,Yellow Meets Magic Wonder Lust
13006,Some Good Stereo Gum
13016,from stephanie:  what we fall for when we're already down
13030,Reggae-funk-flowers
13035,nber one to v
13039,you're going to wake from this coma.
13044,i got a brand new pack of matches..
13048,"i think youre crazy, maybe"
13050,come play in our backyard
13054,NA
13070,Losing The Power Of Speech
13079,episode 1
13104,Take Mr. Jones to California
13123,For Laurie...06/29/2001 oxox MF
13162,Karma-Chi LoveThing
13164,NA
13167,Life beyond the minimum safe distance
13172,NA
13176,sex.
13196,"70s, 70s, 70s: Part I"
13222,xx vs xy
13227,night sounds
13236,Koan for a Mermaid
13240,The Red Mix Tape
13241,People's Choice 3
13336,NA
13343,one down....three to go
13356,sounds like violence: a braid compilation
13363,NA
13366,73:50 In The Life
13371,We are ALL in the Gutter.. Just Some are looking Up at the Stars
13387,Under the Radar - July 01
13388,LIVE@PRIDE: Spank U 4 Having Me!!!
13391,late for tea/
13407,16 (to the third)
13414,music for late night listening on headphones
13417,NA
13419,NA
13456,Pop
13471,NA
13483,There's No Such Thing As Music #4
13510,NA
13537,NA
13540,Away From the Things of Man
13542,Sister Awake
13545,Miss Misery
13546,songs for random moods
13552,Alex
13585,pavement kills your parents
13587,live baby live
13596,you're the good things
13608,BBQ Disc 5
13627,Chick. Habit. (what Joe does at work)
1369,NA
13700,NA
13715,802.11 -structure
13719,80s Summer Mix (especially for Danica!)
13726,verb-ose
13740,umption
13746,california's been good to me
13762,London 2000
13780,NA
13787,All the Kids Want Somethin' To Do
13789,This is Goth sampler disc
13791,What Matters Most Is How Well You Walk Through The Fire
13838,NA
13843,gardening #2
13846,i am over the counter productive culture
13850,SUGARCUBES - It Glided Down the Sky... She Touched It
13862,TRICKY - Dreamed of Ringing Voices
13863,LIDA HUSIK - What If There Was a Fire?
13869,"No Fruit is ever Rotten, It's just Smoothie-Ready"
13900,underneath the same stars
13927,"dj dust volume 6 ""full circle"""
13944,"please mr. linesman, let the players fight."
14007,NA
1402,Mix for Car
1403,Metal Mix 97'
1404,Skinny Puppy:A Mix
1405,Songs about SEX!
14051,who am i if i'm alone?
14081,Me Music
14147,lil crunked up
14152,Tons of Fun
14162,Mix.BackMassage.Sex
14175,the soundtrack to the scenery
14190,Madonna's Greatest Hits Volume 1
14194,boxing monsters
14213,In the true dark of the soul it is always 3 o'clock in the morning
14214,Momus Maximus
14227,songs for the stumped
14245,Life After Bozo
14252,"""What Do You Mean Sold Out?"" or ""Oops, I Staind My Pants"""
14256,You My Future Constellation
14259,"A 60 Minute Tape, Without a Name"
14265,The Baby Girl Mix
14285,cheer mix
1433,Sleeping Under Covers for the Man
1442,The Girlie Mix
14476,Fluke finds at the record store
14495,Hopefulness to Hoplessness
14540,More Songs For Lisa
14544,NA
14625,"sad but hopeful, dark but lighthearted"
14634,Dedicated to the boys of my youth: A Guy-song Timeline
14649,Jangle Bells and Late Night Hotels
14660,Bad Karma (0187)
14668,Just Stuff. (Radio Stuff XII)
14682,Mix American Style (Part 2)
1469,Solace/Motivation
14709,mix 4 Jeri (#1)
14719,wild horses
14720,walking away in silence
14724,Twangy Suspense and Reverberating horror
14744,Spaced Out
14762,Madonnamazing!
14764,"My Favorite Canadian Music, EH!"
14769,for emma
14771,NA
14791,dysfunctionalia
14802,NA
14826,NA
1483,For My Love
14847,NA
14848,A Going Away Mix
14855,Leafeater- intimidating because normal people can't digest leaves
14871,NA
14874,Geriatic swingers in heat mix
14882,the beauty you aren't shown
14885,NA
14916,Go back to bed and pull up your Covers
14920,All Australian Volume 1
14934,Y'allternative II: The Sequel
14943,"""...per chance to dream..."""
14946,Muzak Not Prozak
14951,"The Weird, The Odd and The Funny"
14970,SOS
14989,Chapter 3
1500,Funky Divas
15021,"if the world won't be still, you and i will"
15050,For A Departed Tortured Soul
15052,NA
15111,navel
15127,NA
15129,NA
15132,Twelve Strange Days Part II
15141,"...please, buckle your seatbelt and enjoy the tape..."
15148,Sara(h)'s Revenge
15175,Summer 2001
15186,For Kel 8/29/2001
15198,Under Stars Of You
15199,Cat on the Prowl
15254,Mix 3
15269,Welcome to the University of Mexico
15278,Michael Jackson - Reconstructed (Version 2)
15314,She's A Sad Tomato
15322,NA
15327,Drunk Punk Party
15339,july 8 2001
15357,"Praise, Prompt, Leave"
15359,icy majesty
15362,Crudgey Old Folk
15368,NA
15374,NA
15375,"Hello, I Must Be Going"
15384,The Coffee Museum Closes
15392,"wine, strychnine, & queerion"
15404,NA
15441,your favorite band sucks
15461,How Could One Like Mr. Big So Much???
15483,The Starter Mix
15485,Kar Taape
15496,NA
15502,definately something
15503,"This ""I Miss You"" Mix - Vol. 1:  Emo and Acoustic"
15512,"hear you me, my friends."
15515,quotes out of context (08-01)
15526,Our Bodies Will Make the Raspberries Grow
15536,NA
15542,LILAC TIME - I'm Amazed I am Still Breathing
15546,where the ducks went
15550,NA
15565,jessica's tony tape #1
15571,songs for 9/11/01--a day unlike any other.
15581,ouch
15583,NA
15590,You're All That I Need In The World.
15608,With Her on My Mind
15610,NA
15625,Back To School 2001-2002
1564,You Make Minutes Feel Hours
15642,NA
15643,The darkness of it all
15645,Gave up waiting at daylight...
15658,one day in september
15662,Deep-Fried Stereo
15666,NA
15668,Not Big or Clever
15671,How The Mighty Fall
15677,Golden Days: A Tribute to Summer
15683,Music Therapy: A Post-Terrorism Mental Trip
15704,Uptown Downtime
15708,NA
15721,Insecurity Makes Humans of Us All
15759,Mechanical/Eccentric
15760,30 Songs For Your Listening Pleasure
15761,one for the road
15773,NA
15779,[The Ice Cream Mix]
15792,uniHotpants
15796,Garth Brooks vol. 2 - 1/2001
15807,NA
15834,numbahs
1585,"aaron, relax! (damn the man #2)"
15865,NA
15866,Hey!
15884,chances are we might be stars
15887,"money please, I get loose off of orange juice"
15890,all the lines lead me on the road to you
15902,"fig. 1. eyes closed, lips pursed, head forward."
15905,Tasty!
1591,Nice try
15914,get em' while they're young
15917,sapphire souls and hungry stars
15918,"ATHENS, GA DANCE PARTY 2K1"
15922,mobility volume three
15929,Sonic Boom (Life's Too Short)
15935,"good, evil, and the stuff inbetween"
15970,cheers to solitude on a friday night...
1598,Music For Devil Boy
15988,NA
16002,A mix of songs
16030,Today is Tomorrow
16034,too young to know any better.
16036,Drum & Bass Masters Pt.1
16039,you folded up to weather.
1604,The Ebb And Flow
16066,pretty shoes
16091,NA
16098,make me melt into that starry night
16118,Smoke two blunts and call me in the morning
16119,NA
16133,NA
16157,memory of a girl
16165,what does it take to make you smile?
16176,Red Guard Kats And Kitties
16178,Which One Of These Things Is Not Like The Other?
16185,A Somersault In A Winter Coat
16188,NA
1619,NA
16190,NA
16195,NA
1620,"stop, collaborate and listen"
16205,Even Skanks Need To Relax
16211,To School You
16242,Lonely Eyes Swallow The Loveboat
16251,LIBBY HOELER SOUNDTRACK
16264,orgasmically delicious
16269,ain't got time to make no apology
16281,Way predictable tunes for a lower Blue Mountains piss up...
16282,The Paper Bag Incident
16295,not so wild mood swings
16296,SHOOTING BLANKS
1630,KathaRsis: a KoRn mix
16347,this is getting over you
16363,NA
16370,Intro to Indie...for my friend whose music range is DMB to BNL
16371,Hoping for a world that does not yet exist
16372,"Mickey Mouse, Donald Duck, bob dog"
16380,paul is king of germany (and he made this mix)
16381,the life in a day
16384,NA
16389,songs that make me cry
16396,"At The Show, Vol 1"
16403,Back Before You Knew Me Well.....
16433,Rearranging Deck Chairs on the Titanic
1644,"sex, drugs, and rock n' roll"
16448,it's all just simple math to me
16454,Prelude to a Party
16455,Sometimes I hate Britney Spears
16461,NA
16465,Motown Classics
16472,the fucking you get for the fucking you got.
16503,Tell Me Which Road To Follow
16515,& get over it
16519,Memories of the 90's
16531,NA
16534,NA
16541,for the boy with the green pants.
16547,Methylene Green (C16H17ClN4O2S)
16553,this is what true beauty sounds like
16558,so you say it's your birthday...
16563,"dude, you rock live"
16565,olds cutlass supreme: the last gasp
16571,the best of the worst (dirty pop)
16573,The Walls Begin To Scream
1658,i eat pee 4.......breakfast and dinner
16588,Unfold Your Wings
16590,may never see the light (halloween mix)
16600,'Jarrod' Part Two
16627,Listen to this and PLEASEEEE give me another chance
16641,why are all american girls so rough?--a mix for daniel
1665,Based On A True Story (Part 3)
16683,aaaaggghhh
16685,Carolinian Celo Megamix
16693,pop is not a bad word
16697,Forever Midnight
16698,the year is facing its old age
16699,[a tape for mary] (c.1998)
16709,The Real Thugs is the Government
16717,"Torn Flesh, Ripped Canvas, and Other Maladies"
1672,NA
16733,*MY EMO SUMMER*
16737,The Golden Monkey Presents Chapter 14: Around The World Flow
16740,"sunshine, lollipops...and a morbid euphoria [kim williams' mix]"
16746,a few syllables short of a haiku
16760,I Am A Sad Person Mix
16762,A Mixtape Is As Good As Its Crappiest Song
16764,binary revolution: the ON or OFF mix
16769,Living in SeXXXile (Vol. 1)
16774,Teacher's Pet V.2: The Disco Years
16810,NA
16817,The Misogyny Mix
16829,"Planes, Train, and Automobiles"
16835,she'll take you out like a gun
16837,To You From Me Vol. 2
16851,NA
16856,mmmm...mmmmm....Good Part 2
16867,Mojo Presents Soul Riot!
16868,Leaves May Fall
16871,Mix for Nick
16876,spoonpop - vol. 1 (hop on pop)
16886,cardboard life
16900,there's only two kinds of music....COUNTRY & WESTERN
16911,NA
16952,NA
16966,"""This Is Halloween"""
16972,Shenanigans in the VIP Room
16979,NA
16981,Home in the Eye of the Skies
16985,Get Yr Cuntry On!
16994,End Is Forever: Volume 1
17008,old skool shit CLASSIC HIP-HOP SHIT vol.3
17039,i'm gonna learn how to rhyme
17048,tape 44
17057,NA
17063,How to waste 1 and  a 1/2 hours
17070,NA
17071,"Songs That Have Nothing To Do With Each Other, Vol. 1"
17073,NA
17085,(REPEAT WITH REVERSAL OF GENDER)
17090,1st Tape Ever
17095,Tape 10
1710,beach thaw favorites
17101,Super Sobbers Volume 2
17105,a brick in the face and an after dinner mint
17109,rock it bone 1
17111,Argh
17112,Argh #2
17124,Sacrilicious Sounds
17143,"If You Could Lift Me Over Your Head, I'll Make You My Wife"
17166,Earl Brutus
17172,The Biography of a Perished Dream
17195,You Were Playing On The Guitar Strings
17211,My First Mix CD.
17213,Salad Days Superstar
17246,Flowers For Kim
17247,Crayon Box
17257,Breast Candy
17259,La Di Da
17276,we hate the fuckin' NME (british mix vol. III)
17278,indian summer
17295,about a girl
17299,Old School Alternative: The Early Years Of Rewired Radio
17316,wasted years
17324,music for my mood part 1 - mellow songs to rock out to
17325,Let's Get Serious Hear!
1733,NA
17338,the unheard music
17343,gorgeous
17363,Mix for Kelly 01/00
17368,Mix for Rebecca 05/01
17373,Let's see what's been done before
17376,the gods don't need electric when they've got such long fingers
17387,Oh Hell
17400,No Tutu! Not Again!
17414,Dirty French Carols about Prostitutes
17419,the self defeatist takes a flying leap
1742,Beyond Definition
17429,i was a teenage lotus notes developer
1743,retro/ambro
17432,The Other Side
17486,Soundtrack For An Unwritten Movie
17493,Why Don't You Just Kill Me Already?
17494,"1 - by MFM, JNR, RA & I"
17522,josie rocker dance contest.
1754,Maybe it wasn't such a bad decade after all
17569,Untitled Tape From Jessica
17577,11-14-01
17578,NA
17580,rollerskating in `91 with a mathaholic girlfriend
17584,Claudine Longet - A Tale
17594,Now That's I Call Hits Vol.1
17599,NA
17611,what does it take to make you smile?
17616,dad's tape
17633,his new hair cut (no BIG hair!)
17637,cities built on tombstones and graves
17643,Fantastic voyage on to the other side of the pillow
17660,Garbage: Collection
17667,"Tori Adored: Burnished Bullshit, V. 3"
17668,"Tori Adored: Burnished Bullshit, V. 4"
17671,Everybodies Gone High Society
17675,Items of Survival
17680,My Mix
17695,Wilco-llection
17699,And the Joke Is... Coke Fizz
17711,NA
17714,Hi-fi Lounge
1772,"danger is my first name,too"
17734,Buckle Up
17748,poster of an old rodeo
17757,"Merry Christmas, Ho"
17761,Fuck #2
17766,More of the Same
17775,NA
17790,more work with square roots.
17804,All that you're reading is the braille night
17849,i'm a fountain of blood in the shape of a girl
17862,"we'll say it's over, but won't feel relieved"
17863,"""more than one REM track?"" ""why, yes"" ""hell, yes"""
17873,d.a.h. because he is.
17879,I Hate Christmas
17891,1980: I Don't Wanna Live Forever
17895,NA
17897,a mix for elise
17900,To the Women Who've Made Me Who I Am
17903,for my whip
17907,That Kid in the Corner
17909,Dicing Pop For Science
17912,Call It Whatever You Want to Call It
17936,NA
17937,NA
17950,Mondo Pop
17953,NA
17969,Skip the Details
17975,"Ooh, Baby"
18020,Mushytush's Favorites
18043,ride home with dad
18045,"""If a snake were to bite me in my ass..."""
1805,music for yr punk ass
18053,the 2600 years
18058,Night Music Vol 1
1807,for the girl with the weight of the world in her hands
18073,NA
18077,I love them always and never
18086,In The Simmering Wake Of That One Night
18094,Scifideltiy(robot liberation)
18095,Version: Massive Attack
18097,VICTORY!
18127,Stuff Jen Doesn't Like
18140,2001: A Musical Odyssey
18150,Blue Eyed Boy Meets Brown Eyed Girl
18159,Love Spell
18164,my thirteen-pound hat
18170,"plagues, mermaids, setting suns"
18191,NA
18226,Pop punkish
18243,shoegazing--a look down on its 10th anniversary
18244,1993: There's A Chance That Things Will Get Weird
18245,NA
18247,mix for taryn
18250,"The Divine Comedy: Tragic Laugh Tracks, V. I"
18255,1994: Caught by the Devil's Lasso
18264,Subway Walkman
1828,Celtic Pride: Beyond Riverdance
18289,The Butt-Rock Canon: 1980
18293,NA
18294,The Butt-Rock Canon: 1982
18315,NA
18325,shimmering shims of broken light
18334,Channel Hopping
18340,ICE
18342,Down 4 Life
18345,Rock Snob Encyclopedia Xx  X
18346,"Rock, When It Use To Come With 25% more Roll"
18367,i many times thought peace had come [when peace was far away]
18368,Step Into Christmas
18369,She's Got Issues
18373,:fluid:
18390,Rock My World 2
18394,for the life of me
18405,Rock My World 5
18406,space exploration is a noble thing
18420,Pearl Jam: Cover Band 2000
18442,Consumer Report 2k1
18448,If You Think That I'm Crazy
18449,"BEATLES - The Shorter, Better White Album"
1845,geeks do not have pedigrees (or perfect punk rock resumes)
18474,untitled no. 1
18475,RADIOHEAD - for a friend
18509,"worried man, worried man"
18521,RADIOHEAD - I'd tell all my friends but they'd never believe me
1853,"For Richer or Poorer: The Best of the '80s, vol. 1"
18547,Prince - Back In The Day
1855,My Tape becomes ecclectic Vol. 1
18599,hear you me 12.10.01
18607,Acura Tunes Vol. 1
18620,A Very Bobzilla Christmas (Vol. III)
18625,Heartstrings
18648,NA
18655,Unrequited Love Mix #2
18658,NYC Bulletproof Wars Vol.1:The Show-Up
18675,NA
18682,NA
187,we'll make the best of   what's around
18706,Music Mix 6
18707,Music Mix X
18717,Santa's Sleigh Ride Mix
18735,NA
18736,NA
18740,INXS: The XS (Volume 3)
18745,NA
18746,"baby jesus, born to rock"
18777,Songs for a Mixed Tape
18780,if 22 was 5: a pizzicato five mix
18796,NA
18810,Life of the Party (LJ mix 1)
18814,I Like Your Pheremones (A Wedding Gift)
18833,File Under: Modern Rock (1990's-2001) Vol. 10
18835,Help! I'm Being Held Prisoner in a Chinese Bakery
18838,NA
18839,start.
18847,sprite's romantic dischord
18851,random songs about minne(sota)apolis
18854,Seth's Taste Needs To Suck Less
18856,(heart) songs
18892,Goin Up The Country
18897,helluv cheese
18911,voodoo
1892,party platform
18923,Sparklehorse - Sad and Beautiful World
18929,"Queen:  A Selected Chronology (disc one, 1973-1975)"
18930,NA
18936,Queen:  A Chronology Companion
18947,"he likes it ""chill"""
18955,Something to ride the train with...
18963,somebody's watching me!
18970,Full City Dark
18995,Finalities
19016,impossible things like vinyl
19023,bis: robot lobotomy
19035,it's hard to live through this/it's harder to react
19048,With Heart In Hand
19049,everything's gonna be cool this christmas
19056,One More Mix Before You Go
19061,Everybody Dance Now!
19085,NA
19089,"If your voting could really change things, it would be illegal."
19096,songs to cry by
19097,Summer 2001
19119,"Actually, This IS Hardcore"
19122,NA
19125,NA
19173,NA
19184,The UK - 22 Years of Indie-viduality; 1979 - 2001
19190,(Slightly) Indicative of a Doldrum
19198,Winter 2001 Sampler
19207,darkness is delicate
19211,I seem to have left an important part of my brain somewhere in a field in Mt Eden
19245,Crazy Japanese Punk Girl Delights Entire Dorm Floor
19252,That Weird Kid (got into the fudge again).
19253,Racing Through the Night
19263,Cherry Chapstick
19271,NA
19292,Every time I see you falling I get down on my knees and pray.
19300,undressFd
19306,Christmas at Mos Eisley
19325,NA
19335,feeling others
19351,Love Is A Dangerous Angel
19353,that's the worst french accent i've ever heard
19365,Here's your chance to look me in the eyes (P-W)
19370,North Country
19372,Now Mix!
19374,What's In A Name?  Ver. 1.0
19375,NA
19387,conjuring lower degrees - part two
19392,Mix 6
19406,"All of these songs, they remind me of you"
19409,Universal Mind Decoder
19433,Chicago POWER 1994-95 mix tape #6
19450,37 shades of blue
19457,2001: A Christmas Oddity
1946,When Do I Begin
19460,after dirty dancing
19515,perfume
19517,NA
19522,maybe edison is acdc
19524,everyone is my friend
19525,apparently for some reason.
19548,untitled
19580,let's makeout on the takeout
19587,The Green Buddha's Belly
19596,best of The Cranberries. disc 2
19605,The Music of Saint Etienne and Sarah Cracknell
19606,Pop Pa Svenska
19624,NA
19637,Back To Mine
19642,For Jackie
1966,now i kiss you dark & long
19670,"If Not Now, When?"
19674,Oi The Humanity
19680,NA
19684,i {heart} the 80s!
19689,Zone Out
19695,Tales of the Proverbial 2nd Chance v 10
19718,NA
19727,Treat It Like An Oil Well (Pavement Rarities)
19741,Movement Is Freedom
19742,she was told to make the bed but she found a girl instead
19749,Euphony
19753,THE FIRST TASTE
19754,NA
19772,who's the daddy?
19775,NA
19799,NA
19800,NA
19802,NA
19807,You should see his skull collection
19808,Split Infinitive
19812,I love Scott
19823,The End Of Innocence
19826,tis better to have loved and lost
19828,for tiffany
19829,NA
19831,NA
19839,NA
19849,"long, kick-bum, mono-recorded workout disc"
19856,Tales of the Proverbial 2nd Chance Special Edition v 03
19868,(to sannah)
19894,NA
19897,Undulation Amidst Intangibles
19900,The Tape that Broke My Tape Deck
19902,New Years Mix For Ross & Rebecca
19912,I Am The Christmas
19925,An Anarchist Climbing Hat
19950,NA
19958,mod-rock/hoodoo-schmoodoo
19960,floaty II
19975,NA
19989,3rd Planet
20001,Flavor of the Week
20006,future passed
20009,Introducing...The Dungeon Family
20024,NA
20034,Tangled Up in Bob
20043,i - e
20052,NA
20061,NA
20072,Vinyl Magic vol.1
20079,open ur pretty eyes
20080,I Fell In Love With The Actress/She Was Playing A Part That I Could Understand
20084,Sparkly Green Bubbles That Freshen Your Hair!
20093,High Tension
20106,NA
20110,NA
20136,Live Stuff
20155,Volume 16
20169,an impossible equation.
20172,"The sand melted and began to sift...behind us the darkness, between us the rift"
20175,before you learn how to rock you learn to rollerskate
20180,get your mind right.
20201,Unforgettable Guitar Solos
20203,the way your eyes smile back at me
20216,procrastination is not always a good thing
20217,granny sweat
20227,please
20239,NA
2024,alphaorder
20245,NA
20249,NA
2026,The Other Side of Pop
20269,Look How They Shine...
20273,CJS Volume 5
20289,Kate's Traveling Tape
20291,never a day like today - 20 years of karl s
20294,college collage (sex?  drugs?  rock 'n' roll?)
20325,Eating The Soul Of Cookie Puss
2033,NA
20332,thrilled to be in the same postcode as you
20336,Sharp stick in the eye
2034,Voce Precisa Saber De Mim
20340,i killed mozart
20349,Tales of the Proverbial 2nd Chance v 55
20383,If This Could Be Real Right Now (I Will Search For Moments Full of You)
20419,The Girls With The Most Cake
20436,what have we become?
20446,NA
20479,Alphabet Soup
20494,Legendary
20498,love for a girl i don't even know
20502,i'll cover you
2051,Don't F*cking Ask (* intended)
20544,fantastic pickup trucks in spring
2059,Boys are Stupid
20599,a mogwai sampler.
20618,Peer Pressure is a Wonderful Thing
20632,Best of 2001 CD 1
20633,Immortal 2: Jackin' Vinyl
20650,i can't recall anything good about the last few days but i found you there.
20660,Patricia's EuroDeli Mix
20664,So Sweet My Mouth was Seared
20668,Good morning/Good Night
20669,Dusk On a Hot Montreal Summer Street
20685,BETTER THAN A POKE IN THE EYE
2069,There's a Party Going On Right Here
20692,sounds of doomsday 2
20697,While My Guitar Gently Bleeds
20717,NA
2072,argument for a bad haircut
20722,Little PoohBearMonkey Has A Treat For You Vol.1
20728,squint your eyes and look closer...
20732,drunken pashes and a few other little curiosities
20742,NA
20749,and on and on and on
2075,Separation Anxiety
20763,ei
20783,A place in the sun for...
20784,No one said relationships were easy ...
20786,Beak Monster Rapid
20797,rock action
20821,Mop Head's Mix
20832,You're Never Getting Back In My Bed
20837,Now That I've Met You
20843,Movie Music
20861,quiet / loud
